Date-Time,Instantaneous computed discharge (cfs),Computed instantaneous suspended sediment (mg/L),"Computed instantaneous suspended sediment, lower 90% prediction (mg/L)","Computed instantaneous suspended sediment, upper 90% prediction (mg/L)",Instantaneous specific conductance at 25 degrees Celsius (uS/cm),Instantaneous turbidity (FNU)
05/17/2016 14:00,3260,53,46,61,580,24
05/17/2016 13:00,3270,52,45,60,580,23
05/17/2016 12:00,3270,53,46,62,570,24
05/17/2016 11:00,3270,53,46,62,570,24
05/17/2016 10:00,3280,55,47,63,570,25
05/17/2016 09:00,3280,56,49,65,570,26
05/17/2016 08:00,3280,58,50,67,570,27
05/17/2016 07:00,3280,59,51,68,570,28
05/17/2016 06:00,3280,60,52,69,570,29
05/17/2016 05:00,3280,62,54,72,570,31
05/17/2016 04:00,3280,62,54,72,570,31
05/17/2016 03:00,3290,61,53,71,570,30
05/17/2016 02:00,3300,60,52,70,570,29
05/17/2016 01:00,3300,59,51,68,570,28
05/17/2016 00:00,3300,58,50,67,570,27
05/16/2016 23:00,3310,56,49,65,570,26
05/16/2016 22:00,3310,56,49,65,570,26
05/16/2016 21:00,3310,56,49,65,570,26
05/16/2016 20:00,3310,55,48,64,570,25
05/16/2016 19:00,3310,55,48,64,570,25
05/16/2016 18:00,3320,56,49,65,570,26
05/16/2016 17:00,3330,54,46,62,570,24
05/16/2016 16:00,3330,52,45,61,570,23
05/16/2016 15:00,3340,54,46,62,570,24
05/16/2016 14:00,3340,54,47,63,570,24
05/16/2016 13:00,3340,55,48,64,570,25
05/16/2016 12:00,3350,58,50,67,570,27
05/16/2016 11:00,3350,58,50,67,570,27
05/16/2016 10:00,3350,59,51,69,570,28
05/16/2016 09:00,3350,58,50,67,570,27
05/16/2016 08:00,3350,58,50,67,570,27
05/16/2016 07:00,3360,57,49,66,560,26
05/16/2016 06:00,3360,56,48,65,560,25
05/16/2016 05:00,3360,54,47,63,570,24
05/16/2016 04:00,3360,54,47,63,570,24
05/16/2016 03:00,3360,53,46,61,570,23
05/16/2016 02:00,3370,53,46,61,570,23
05/16/2016 01:00,3370,53,46,61,570,23
05/16/2016 00:00,3380,54,47,63,570,24
05/15/2016 23:00,3380,53,46,61,570,23
05/15/2016 22:00,3380,54,47,63,570,24
05/15/2016 21:00,3380,55,48,64,570,25
05/15/2016 20:00,3380,57,49,66,570,26
05/15/2016 19:00,3380,57,49,66,570,26
05/15/2016 18:00,3390,57,49,66,570,26
05/15/2016 17:00,3390,57,49,66,570,26
05/15/2016 16:00,3390,56,48,64,570,25
05/15/2016 15:00,3390,57,49,66,560,26
05/15/2016 14:00,3390,56,48,65,560,25
05/15/2016 13:00,3390,58,50,67,560,26
05/15/2016 12:00,3380,61,53,71,560,29
05/15/2016 11:00,3380,61,53,71,560,29
05/15/2016 10:00,3380,60,52,70,560,28
05/15/2016 09:00,3380,61,52,70,560,28
05/15/2016 08:00,3380,63,55,73,560,30
05/15/2016 07:00,3370,63,55,73,550,30
05/15/2016 06:00,3370,66,57,76,550,32
05/15/2016 05:00,3360,67,58,78,550,33
05/15/2016 04:00,3360,69,59,79,550,34
05/15/2016 03:00,3360,69,60,80,550,34
05/15/2016 02:00,3360,70,61,81,550,35
05/15/2016 01:00,3360,72,63,84,550,37
05/15/2016 00:00,3360,73,64,85,550,38
05/14/2016 23:00,3350,75,65,86,550,39
05/14/2016 22:00,3350,75,65,86,550,39
05/14/2016 21:00,3350,77,67,89,550,41
05/14/2016 20:00,3330,77,67,89,550,41
05/14/2016 19:00,3330,82,71,95,540,45
05/14/2016 18:00,3310,84,73,98,540,47
05/14/2016 17:00,3310,85,74,99,540,48
05/14/2016 16:00,3300,85,73,98,540,48
05/14/2016 15:00,3290,80,69,92,540,43
05/14/2016 14:00,3280,78,67,90,540,41
05/14/2016 13:00,3270,74,64,86,540,38
05/14/2016 12:00,3260,74,64,86,540,38
05/14/2016 11:00,3250,74,64,85,540,37
05/14/2016 10:00,3240,75,65,87,540,38
05/14/2016 09:00,3230,78,67,90,540,40
05/14/2016 08:00,3220,80,69,93,540,42
05/14/2016 07:00,3210,82,71,95,540,43
05/14/2016 06:00,3210,82,71,95,530,43
05/14/2016 05:00,3200,83,72,97,530,44
05/14/2016 04:00,3190,84,72,97,530,44
05/14/2016 03:00,3190,85,73,98,530,45
05/14/2016 02:00,3180,85,73,98,530,45
05/14/2016 01:00,3170,87,75,100,530,47
05/14/2016 00:00,3160,89,77,100,530,49
05/13/2016 23:00,3160,88,76,100,530,48
05/13/2016 22:00,3150,90,77,100,530,49
05/13/2016 21:00,3140,92,79,110,530,51
05/13/2016 20:00,3130,96,83,110,530,55
05/13/2016 19:00,3130,96,83,110,530,55
05/13/2016 18:00,3110,96,83,110,530,55
05/13/2016 17:00,3110,96,83,110,530,55
05/13/2016 16:00,3100,94,81,110,530,53
05/13/2016 15:00,3090,96,83,110,530,56
05/13/2016 14:00,3090,94,82,110,530,54
05/13/2016 13:00,3070,92,80,110,530,52
05/13/2016 12:00,3060,91,78,110,530,51
05/13/2016 11:00,3050,89,77,100,530,50
05/13/2016 10:00,3040,87,75,100,530,48
05/13/2016 09:00,3040,87,75,100,530,48
05/13/2016 08:00,3020,89,77,100,530,50
05/13/2016 07:00,3010,91,79,110,530,51
05/13/2016 06:00,3000,93,80,110,530,52
05/13/2016 05:00,3000,95,82,110,530,54
05/13/2016 04:00,2990,98,84,110,520,56
05/13/2016 03:00,2980,100,86,120,520,58
05/13/2016 02:00,2970,110,91,120,520,63
05/13/2016 01:00,2960,110,95,130,520,67
05/13/2016 00:00,2960,110,97,130,520,70
05/12/2016 23:00,2950,120,100,140,520,75
05/12/2016 22:00,2940,120,100,140,520,79
05/12/2016 21:00,2940,130,110,150,520,84
05/12/2016 20:00,2930,130,110,150,520,87
05/12/2016 19:00,2930,120,110,140,520,83
05/12/2016 18:00,2910,110,95,130,520,69
05/12/2016 17:00,2910,94,81,110,530,54
05/12/2016 16:00,2900,76,66,88,540,39
05/12/2016 15:00,2890,64,55,74,550,30
05/12/2016 14:00,2880,58,50,67,560,26
05/12/2016 13:00,2870,58,50,67,560,27
05/12/2016 12:00,2860,55,48,64,570,25
05/12/2016 11:00,2850,57,49,65,570,26
05/12/2016 10:00,2830,56,49,65,570,26
05/12/2016 09:00,2820,59,51,68,570,28
05/12/2016 08:00,2810,58,50,67,570,27
05/12/2016 07:00,2800,59,51,68,570,28
05/12/2016 06:00,2780,59,51,68,570,28
05/12/2016 05:00,2780,60,52,70,570,29
05/12/2016 04:00,2770,62,53,71,570,30
05/12/2016 03:00,2760,62,53,71,570,30
05/12/2016 02:00,2750,63,55,73,560,31
05/12/2016 01:00,2740,62,53,71,570,30
05/12/2016 00:00,2730,59,51,68,570,28
05/11/2016 23:00,2730,54,47,63,580,25
05/11/2016 22:00,2720,53,46,61,580,24
05/11/2016 21:00,2710,53,46,61,580,24
05/11/2016 20:00,2700,54,47,63,580,25
05/11/2016 19:00,2700,57,49,65,580,27
05/11/2016 18:00,2690,59,51,68,580,29
05/11/2016 17:00,2680,60,52,69,580,30
05/11/2016 16:00,2670,61,52,70,580,31
05/11/2016 15:00,2660,61,53,71,580,32
05/11/2016 14:00,2650,64,55,74,590,35
05/11/2016 13:00,2630,67,58,78,590,38
05/11/2016 12:00,2620,75,65,88,580,46
05/11/2016 11:00,2610,87,74,100,580,59
05/11/2016 10:00,2590,100,87,120,580,77
05/11/2016 09:00,2570,120,98,140,570,96
05/11/2016 08:00,2550,120,100,150,580,110
05/11/2016 07:00,2540,110,92,130,590,94
05/11/2016 06:00,2530,74,63,87,600,47
05/11/2016 05:00,2520,50,43,58,600,24
05/11/2016 04:00,2510,41,35,48,600,17
05/11/2016 03:00,2490,40,34,46,600,16
05/11/2016 02:00,2480,40,34,46,600,16
05/11/2016 01:00,2480,40,34,47,600,16
05/11/2016 00:00,2460,39,33,45,600,15
05/10/2016 23:00,2460,39,33,45,600,15
05/10/2016 22:00,2460,42,36,48,600,17
05/10/2016 21:00,2450,42,36,48,600,17
05/10/2016 20:00,2450,40,34,46,600,16
05/10/2016 19:00,2450,41,35,48,600,17
05/10/2016 18:00,2460,44,38,51,600,19
05/10/2016 17:00,2450,42,36,49,600,18
05/10/2016 16:00,2460,40,34,46,600,16
05/10/2016 15:00,2450,40,34,46,600,16
05/10/2016 14:00,2460,36,31,43,610,14
05/10/2016 13:00,2460,39,34,46,610,16
05/10/2016 12:00,2460,39,34,46,610,16
05/10/2016 11:00,2470,39,34,46,610,16
05/10/2016 10:00,2480,39,34,46,610,16
05/10/2016 09:00,2480,41,35,47,610,17
05/09/2016 18:00,2550,39,34,46,610,16
05/09/2016 17:00,2550,39,34,46,610,16
05/09/2016 16:00,2550,40,34,46,600,16
05/09/2016 15:00,2550,40,34,46,600,16
05/09/2016 14:00,2560,44,37,51,600,19
05/09/2016 13:00,2560,41,35,48,600,17
05/09/2016 12:00,2560,42,36,49,600,18
05/09/2016 11:00,2570,45,39,52,600,20
05/09/2016 10:00,2560,45,39,52,600,20
05/09/2016 09:00,2570,45,39,52,600,20
05/09/2016 08:00,2570,45,39,52,600,20
05/09/2016 07:00,2570,45,39,52,600,20
05/09/2016 06:00,2570,43,37,49,600,18
05/09/2016 05:00,2580,44,38,51,600,19
05/09/2016 04:00,2580,44,38,51,600,19
05/09/2016 03:00,2590,46,40,53,590,20
05/09/2016 02:00,2590,45,39,52,590,19
05/09/2016 01:00,2590,45,39,52,590,19
05/09/2016 00:00,2590,45,39,52,590,19
05/08/2016 23:00,2600,46,40,54,590,20
05/08/2016 22:00,2600,46,40,54,590,20
05/08/2016 21:00,2610,46,40,54,590,20
05/08/2016 20:00,2610,45,39,52,590,19
05/08/2016 19:00,2620,48,41,55,590,21
05/08/2016 18:00,2620,49,42,57,590,22
05/08/2016 17:00,2620,49,42,57,590,22
05/08/2016 16:00,2630,48,41,55,590,21
05/08/2016 15:00,2630,49,42,57,590,22
05/08/2016 14:00,2630,48,41,56,590,21
05/08/2016 13:00,2630,49,43,57,590,22
05/08/2016 12:00,2630,51,44,59,590,23
05/08/2016 11:00,2630,51,44,59,580,23
05/08/2016 10:00,2630,52,45,60,580,24
05/08/2016 09:00,2630,53,46,62,580,25
05/08/2016 08:00,2630,53,46,62,580,25
05/08/2016 07:00,2630,55,47,63,580,26
05/08/2016 06:00,2630,55,47,63,580,26
05/08/2016 05:00,2630,56,48,65,580,27
05/08/2016 04:00,2630,55,47,64,580,26
05/08/2016 03:00,2630,58,50,68,580,29
05/08/2016 02:00,2630,57,50,66,580,28
05/08/2016 01:00,2630,55,48,64,580,26
05/08/2016 00:00,2630,57,49,66,580,28
05/07/2016 23:00,2630,56,48,65,580,27
05/07/2016 22:00,2630,55,47,63,580,26
05/07/2016 21:00,2630,57,49,66,580,28
05/07/2016 20:00,2630,55,47,64,580,26
05/07/2016 19:00,2630,56,48,65,580,27
05/07/2016 18:00,2630,56,49,65,580,27
05/07/2016 17:00,2630,57,50,66,580,28
05/07/2016 16:00,2620,56,49,65,580,27
05/07/2016 15:00,2620,55,47,64,580,26
05/07/2016 14:00,2620,55,48,64,580,26
05/07/2016 13:00,2610,54,47,62,580,25
05/07/2016 12:00,2600,51,44,59,580,23
05/07/2016 11:00,2590,53,45,61,580,24
05/07/2016 10:00,2590,51,44,59,580,23
05/07/2016 09:00,2580,52,45,61,580,24
05/07/2016 08:00,2580,49,42,56,580,21
05/07/2016 07:00,2570,49,42,56,580,21
05/07/2016 06:00,2570,49,42,56,580,21
05/07/2016 05:00,2560,52,45,61,580,24
05/07/2016 04:00,2560,50,43,58,580,22
05/07/2016 03:00,2550,52,45,60,580,24
05/07/2016 02:00,2550,49,43,57,580,22
05/07/2016 01:00,2540,51,44,59,590,23
05/07/2016 00:00,2540,48,41,56,590,21
05/06/2016 23:00,2540,47,40,54,590,20
05/06/2016 22:00,2540,47,40,54,590,20
05/06/2016 21:00,2540,48,42,56,580,21
05/06/2016 20:00,2540,48,42,56,580,21
05/06/2016 19:00,2540,47,40,55,580,20
05/06/2016 18:00,2530,46,39,53,580,19
05/06/2016 17:00,2530,42,36,48,580,16
05/06/2016 16:00,2530,43,37,50,580,17
05/06/2016 15:00,2510,43,37,50,580,17
05/06/2016 14:00,2530,43,37,50,580,17
05/06/2016 13:00,2520,45,39,53,590,19
05/06/2016 12:00,2520,43,37,50,590,17
05/06/2016 11:00,2510,40,34,46,590,15
05/06/2016 10:00,2510,38,33,44,590,14
05/06/2016 09:00,2510,40,34,46,590,15
05/06/2016 08:00,2500,41,35,48,590,16
05/06/2016 07:00,2500,41,35,48,590,16
05/06/2016 06:00,2500,42,36,49,590,17
05/06/2016 05:00,2500,41,35,47,590,16
05/06/2016 04:00,2500,41,35,47,590,16
05/06/2016 03:00,2500,41,35,47,590,16
05/06/2016 02:00,2500,39,34,46,590,15
05/06/2016 01:00,2500,39,34,46,590,15
05/06/2016 00:00,2500,41,35,47,590,16
05/05/2016 23:00,2500,39,34,46,590,15
05/05/2016 22:00,2500,43,37,50,590,18
05/05/2016 21:00,2500,43,37,50,590,18
05/05/2016 20:00,2500,43,37,50,590,18
05/05/2016 19:00,2500,41,35,47,590,16
05/05/2016 18:00,2500,42,36,49,590,17
05/05/2016 17:00,2510,41,35,47,590,16
05/05/2016 16:00,2510,43,37,50,590,18
05/05/2016 15:00,2510,42,36,49,590,17
05/05/2016 14:00,2510,42,36,49,590,17
05/05/2016 13:00,2510,45,39,52,590,19
05/05/2016 12:00,2510,41,35,48,590,16
05/05/2016 11:00,2510,45,39,52,590,19
05/05/2016 10:00,2510,44,37,51,590,18
05/05/2016 09:00,2510,44,37,51,590,18
05/05/2016 08:00,2500,46,40,54,590,20
05/05/2016 07:00,2500,44,38,51,590,18
05/05/2016 06:00,2500,45,39,52,590,19
05/05/2016 05:00,2500,45,39,52,590,19
05/05/2016 04:00,2500,47,40,54,590,20
05/05/2016 03:00,2500,45,39,52,590,19
05/05/2016 02:00,2490,44,37,51,590,18
05/05/2016 01:00,2490,43,37,50,590,18
05/05/2016 00:00,2490,45,38,52,590,19
05/04/2016 23:00,2490,46,39,53,590,20
05/04/2016 22:00,2490,43,37,50,590,18
05/04/2016 21:00,2490,43,37,50,590,18
05/04/2016 20:00,2490,43,37,50,590,18
05/04/2016 19:00,2490,41,35,47,590,16
05/04/2016 18:00,2490,39,33,46,590,15
05/04/2016 17:00,2480,41,35,47,590,16
05/04/2016 16:00,2480,42,36,49,590,17
05/04/2016 15:00,2470,39,34,46,590,15
05/04/2016 14:00,2460,41,35,47,590,16
05/04/2016 13:00,2450,41,35,47,590,16
05/04/2016 12:00,2450,44,37,51,590,18
05/04/2016 11:00,2440,45,39,52,590,19
05/04/2016 10:00,2430,43,37,50,590,18
05/04/2016 09:00,2430,43,37,50,590,18
05/04/2016 08:00,2420,42,36,49,590,17
05/04/2016 07:00,2420,42,36,49,590,17
05/04/2016 06:00,2410,43,37,50,590,18
05/04/2016 05:00,2410,41,35,47,590,16
05/04/2016 04:00,2410,41,35,47,590,16
05/04/2016 03:00,2410,43,37,50,590,18
05/04/2016 02:00,2400,40,35,47,590,16
05/04/2016 01:00,2400,37,32,44,590,14
05/04/2016 00:00,2400,39,33,45,600,15
05/03/2016 23:00,2400,39,33,45,600,15
05/03/2016 22:00,2400,39,33,45,600,15
05/03/2016 21:00,2400,40,34,47,600,16
05/03/2016 20:00,2400,39,33,45,600,15
05/03/2016 19:00,2400,40,35,47,600,16
05/03/2016 18:00,2400,40,35,47,590,16
05/03/2016 17:00,2400,38,32,44,590,14
05/03/2016 16:00,2400,38,32,44,590,14
05/03/2016 15:00,2390,41,35,47,590,16
05/03/2016 14:00,2390,38,32,44,590,14
05/03/2016 13:00,2390,41,35,47,590,16
05/03/2016 12:00,2380,42,36,49,590,17
05/03/2016 11:00,2370,39,34,46,590,15
05/03/2016 10:00,2370,39,34,46,590,15
05/03/2016 09:00,2360,42,36,49,590,17
05/03/2016 08:00,2360,44,38,51,590,18
05/03/2016 07:00,2350,41,35,48,590,16
05/03/2016 06:00,2350,39,34,46,590,15
05/03/2016 05:00,2350,41,35,47,590,16
05/03/2016 04:00,2340,41,35,47,590,16
05/03/2016 03:00,2340,41,35,47,590,16
05/03/2016 02:00,2340,39,34,46,590,15
05/03/2016 01:00,2340,41,35,47,590,16
05/03/2016 00:00,2340,41,35,47,590,16
05/02/2016 23:00,2330,37,32,44,590,14
05/02/2016 22:00,2330,37,32,44,590,14
05/02/2016 21:00,2330,42,36,49,590,17
05/02/2016 20:00,2320,42,36,49,590,17
05/02/2016 19:00,2330,37,32,44,590,14
05/02/2016 18:00,2330,40,35,47,590,16
05/02/2016 17:00,2330,36,31,42,590,13
05/02/2016 16:00,2330,36,31,42,590,13
05/02/2016 15:00,2320,36,31,42,590,13
05/02/2016 14:00,2320,36,31,42,590,13
05/02/2016 13:00,2320,36,31,42,590,13
05/02/2016 12:00,2320,36,31,42,590,13
05/02/2016 11:00,2310,41,35,47,590,16
05/02/2016 10:00,2310,41,35,47,590,16
05/02/2016 09:00,2300,39,33,46,590,15
05/02/2016 08:00,2290,42,36,49,590,17
05/02/2016 07:00,2290,41,35,47,590,16
05/02/2016 06:00,2280,42,36,49,590,17
05/02/2016 05:00,2280,41,35,47,590,16
05/02/2016 04:00,2280,38,32,44,590,14
05/02/2016 03:00,2280,39,33,46,590,15
05/02/2016 02:00,2280,39,33,45,590,15
05/02/2016 01:00,2280,36,31,42,590,13
05/02/2016 00:00,2280,37,32,44,600,14
05/01/2016 23:00,2280,37,32,44,600,14
05/01/2016 22:00,2280,37,32,43,600,14
05/01/2016 21:00,2280,43,37,50,600,18
05/01/2016 20:00,2280,41,36,48,600,17
05/01/2016 19:00,2280,41,35,48,600,17
05/01/2016 18:00,2280,40,34,46,600,16
05/01/2016 17:00,2280,40,34,46,600,16
05/01/2016 16:00,2280,37,32,43,600,14
05/01/2016 15:00,2270,37,32,43,600,14
05/01/2016 14:00,2270,40,34,46,600,16
05/01/2016 13:00,2260,37,32,43,600,14
05/01/2016 12:00,2260,40,34,46,600,16
05/01/2016 11:00,2260,39,33,45,600,15
05/01/2016 10:00,2250,39,33,45,600,15
05/01/2016 09:00,2250,40,34,47,600,16
05/01/2016 08:00,2240,38,33,45,600,15
05/01/2016 07:00,2240,34,29,40,600,12
05/01/2016 06:00,2240,35,30,41,600,13
05/01/2016 05:00,2240,36,31,42,610,14
05/01/2016 04:00,2230,34,29,40,610,13
05/01/2016 03:00,2230,33,28,39,610,12
05/01/2016 02:00,2230,33,28,39,610,12
05/01/2016 01:00,2230,33,28,39,610,12
05/01/2016 00:00,2230,33,28,39,610,12
04/30/2016 23:00,2220,36,31,42,610,14
04/30/2016 22:00,2220,36,31,42,610,14
04/30/2016 21:00,2220,34,29,40,610,13
04/30/2016 20:00,2220,33,28,38,610,12
04/30/2016 19:00,2220,31,27,37,610,11
04/30/2016 18:00,2220,33,28,38,610,12
04/30/2016 17:00,2210,34,29,40,620,13
04/30/2016 16:00,2210,33,28,38,620,12
04/30/2016 15:00,2200,35,30,41,620,14
04/30/2016 14:00,2200,35,30,41,620,14
04/30/2016 13:00,2200,34,29,40,620,13
04/30/2016 12:00,2200,35,30,41,620,14
04/30/2016 11:00,2200,35,30,41,620,14
04/30/2016 10:00,2190,38,33,44,620,16
04/30/2016 09:00,2190,39,34,46,620,17
04/30/2016 08:00,2190,38,32,44,620,16
04/30/2016 07:00,2190,35,30,41,620,14
04/30/2016 06:00,2190,35,30,41,620,14
04/30/2016 05:00,2190,35,30,41,620,14
04/30/2016 04:00,2200,35,30,41,620,14
04/30/2016 03:00,2200,32,28,38,620,12
04/30/2016 02:00,2200,35,30,41,620,14
04/30/2016 01:00,2200,34,29,40,620,13
04/30/2016 00:00,2210,38,33,44,620,16
04/29/2016 23:00,2210,37,31,43,620,15
04/29/2016 22:00,2220,38,33,45,620,16
04/29/2016 21:00,2220,32,28,38,620,12
04/29/2016 20:00,2220,35,30,41,620,14
04/29/2016 19:00,2240,35,30,41,620,14
04/29/2016 18:00,2240,38,33,45,620,16
04/29/2016 17:00,2250,34,29,40,620,13
04/29/2016 16:00,2250,37,32,43,620,15
04/29/2016 15:00,2250,37,32,43,620,15
04/29/2016 14:00,2260,37,32,43,620,15
04/29/2016 13:00,2260,40,34,46,620,17
04/29/2016 12:00,2260,38,33,45,620,16
04/29/2016 11:00,2260,37,32,43,620,15
04/29/2016 10:00,2260,37,32,43,620,15
04/29/2016 09:00,2260,40,34,46,620,17
04/29/2016 08:00,2260,38,33,45,620,16
04/29/2016 07:00,2260,40,34,46,620,17
04/29/2016 06:00,2260,40,34,46,620,17
04/29/2016 05:00,2260,41,35,48,620,18
04/29/2016 04:00,2260,41,35,48,620,18
04/29/2016 03:00,2270,41,35,48,620,18
04/29/2016 02:00,2270,40,34,46,620,17
04/29/2016 01:00,2270,40,34,47,610,17
04/29/2016 00:00,2270,40,34,46,620,17
04/28/2016 23:00,2280,40,34,46,620,17
04/28/2016 22:00,2280,41,35,48,620,18
04/28/2016 21:00,2290,38,33,45,620,16
04/28/2016 20:00,2290,38,33,45,620,16
04/28/2016 19:00,2290,41,35,48,620,18
04/28/2016 18:00,2290,41,35,48,620,18
04/28/2016 17:00,2290,41,35,48,620,18
04/28/2016 16:00,2300,44,37,51,620,20
04/28/2016 15:00,2300,40,34,46,620,17
04/28/2016 14:00,2300,41,35,48,620,18
04/28/2016 13:00,2310,40,34,46,620,17
04/28/2016 12:00,2310,42,36,49,620,19
04/28/2016 11:00,2320,38,33,45,620,16
04/28/2016 10:00,2320,46,39,54,620,22
04/28/2016 09:00,2320,48,41,56,620,24
04/28/2016 08:00,2330,51,43,59,620,26
04/28/2016 07:00,2330,51,43,59,610,26
04/28/2016 06:00,2330,50,42,58,610,25
04/28/2016 05:00,2330,50,42,58,610,25
04/28/2016 04:00,2330,50,43,59,620,26
04/28/2016 03:00,2330,50,43,59,620,26
04/28/2016 02:00,2330,45,38,52,620,21
04/28/2016 01:00,2330,49,42,58,620,25
04/28/2016 00:00,2330,48,41,56,620,24
04/27/2016 23:00,2340,46,39,54,620,22
04/27/2016 22:00,2340,48,42,57,610,24
04/27/2016 21:00,2350,45,39,52,610,21
04/27/2016 20:00,2350,50,43,59,620,26
04/27/2016 19:00,2360,46,39,54,620,22
04/27/2016 18:00,2360,47,40,55,620,23
04/27/2016 17:00,2370,42,36,49,620,19
04/27/2016 16:00,2380,42,36,49,620,19
04/27/2016 15:00,2380,47,40,55,620,23
04/27/2016 14:00,2380,44,37,51,620,20
04/27/2016 13:00,2380,45,38,52,620,21
04/27/2016 12:00,2380,46,39,54,620,22
04/27/2016 11:00,2370,44,37,51,620,20
04/27/2016 10:00,2390,44,37,51,620,20
04/27/2016 09:00,2390,44,37,51,620,20
04/27/2016 08:00,2390,48,41,56,620,24
04/27/2016 07:00,2390,47,40,55,620,23
04/27/2016 06:00,2400,45,38,52,620,21
04/27/2016 05:00,2400,46,39,53,620,22
04/27/2016 04:00,2400,42,36,49,620,19
04/27/2016 03:00,2410,46,39,53,620,22
04/27/2016 02:00,2410,47,40,55,620,23
04/27/2016 01:00,2410,43,37,51,620,20
04/27/2016 00:00,2420,40,34,46,620,17
04/26/2016 23:00,2420,44,37,51,620,20
04/26/2016 22:00,2440,41,35,48,620,18
04/26/2016 21:00,2440,42,36,50,610,19
04/26/2016 20:00,2450,41,35,48,610,18
04/26/2016 19:00,2450,41,35,48,610,18
04/26/2016 18:00,2460,41,35,48,610,18
04/26/2016 17:00,2460,44,37,51,620,20
04/26/2016 16:00,2470,37,32,43,620,15
04/26/2016 15:00,2470,37,32,43,610,15
04/26/2016 14:00,2470,40,34,47,610,17
04/26/2016 13:00,2470,40,34,47,610,17
04/26/2016 12:00,2470,41,35,48,610,18
04/26/2016 11:00,2480,42,36,50,610,19
04/26/2016 10:00,2480,46,39,54,620,22
04/26/2016 09:00,2490,46,39,54,620,22
04/26/2016 08:00,2490,44,37,51,620,20
04/26/2016 07:00,2490,44,37,51,620,20
04/26/2016 06:00,2490,45,38,52,620,21
04/26/2016 05:00,2500,46,39,54,620,22
04/26/2016 04:00,2500,45,38,52,620,21
04/26/2016 03:00,2500,42,36,49,620,19
04/26/2016 02:00,2510,42,36,49,620,19
04/26/2016 01:00,2510,44,37,51,610,20
04/26/2016 00:00,2510,44,37,51,620,20
04/25/2016 23:00,2520,41,35,48,610,18
04/25/2016 22:00,2510,44,38,51,610,20
04/25/2016 21:00,2540,40,34,47,610,17
04/25/2016 20:00,2540,43,37,50,610,19
04/25/2016 19:00,2550,46,40,54,610,22
04/25/2016 18:00,2550,41,36,48,610,18
04/25/2016 17:00,2560,45,39,53,610,21
04/25/2016 16:00,2560,42,36,49,610,18
04/25/2016 15:00,2560,42,36,49,610,18
04/25/2016 14:00,2570,46,39,53,610,21
04/25/2016 13:00,2570,46,39,53,610,21
04/25/2016 12:00,2580,44,38,52,610,20
04/25/2016 11:00,2580,47,40,55,610,22
04/25/2016 10:00,2580,48,41,56,610,23
04/25/2016 09:00,2590,47,40,54,610,22
04/25/2016 08:00,2590,53,45,61,610,27
04/25/2016 07:00,2590,44,38,52,610,20
04/25/2016 06:00,2590,49,42,57,610,24
04/25/2016 05:00,2600,47,40,55,610,22
04/25/2016 04:00,2600,50,43,59,610,25
04/25/2016 03:00,2600,50,43,59,610,25
04/25/2016 02:00,2610,49,42,57,610,24
04/25/2016 01:00,2610,49,42,57,610,24
04/25/2016 00:00,2610,49,42,57,610,24
04/24/2016 23:00,2610,49,42,57,610,24
04/24/2016 22:00,2620,48,41,56,610,23
04/24/2016 21:00,2620,53,45,61,610,27
04/24/2016 20:00,2620,49,42,57,610,24
04/24/2016 19:00,2630,49,42,57,610,24
04/24/2016 18:00,2630,49,42,57,610,24
04/24/2016 17:00,2630,52,44,60,610,26
04/24/2016 16:00,2640,54,46,63,610,28
04/24/2016 15:00,2640,46,39,53,610,21
04/24/2016 14:00,2640,47,40,55,610,22
04/24/2016 13:00,2650,47,40,55,610,22
04/24/2016 12:00,2650,49,42,56,600,23
04/24/2016 11:00,2650,46,40,54,600,21
04/24/2016 10:00,2660,50,43,58,600,24
04/24/2016 09:00,2660,49,42,56,600,23
04/24/2016 08:00,2660,50,43,58,600,24
04/24/2016 07:00,2660,47,40,55,610,22
04/24/2016 06:00,2670,43,37,50,610,19
04/24/2016 05:00,2670,42,36,49,610,18
04/24/2016 04:00,2670,41,35,47,610,17
04/24/2016 03:00,2670,45,38,52,610,20
04/24/2016 02:00,2670,43,37,50,610,19
04/24/2016 01:00,2670,42,36,49,610,18
04/24/2016 00:00,2680,47,40,55,610,22
04/23/2016 23:00,2680,46,40,53,600,21
04/23/2016 22:00,2680,42,36,49,600,18
04/23/2016 21:00,2690,38,33,44,600,15
04/23/2016 20:00,2700,41,35,48,600,17
04/23/2016 19:00,2700,35,30,41,600,13
04/23/2016 18:00,2710,37,31,43,600,14
04/23/2016 17:00,2710,37,31,43,600,14
04/23/2016 16:00,2720,35,30,41,600,13
04/23/2016 15:00,2720,38,33,45,600,15
04/23/2016 14:00,2720,35,30,41,600,13
04/23/2016 13:00,2720,35,30,41,600,13
04/23/2016 12:00,2720,37,32,43,600,14
04/23/2016 11:00,2720,38,33,45,600,15
04/23/2016 10:00,2720,38,33,45,600,15
04/23/2016 09:00,2720,40,34,46,600,16
04/23/2016 08:00,2720,38,33,45,600,15
04/23/2016 07:00,2730,37,32,43,600,14
04/23/2016 06:00,2730,37,32,43,600,14
04/23/2016 05:00,2730,38,33,45,600,15
04/23/2016 04:00,2740,38,33,45,600,15
04/23/2016 03:00,2740,37,31,43,600,14
04/23/2016 02:00,2740,35,30,41,600,13
04/23/2016 01:00,2740,37,31,43,600,14
04/23/2016 00:00,2750,37,31,43,600,14
